FID,TitleAr,TitleEn,BrandAR,BrandEN,CateguryAR,CateguryEN,min_price,max_price,price_spread,stores_count,price_rows,cheapest_price,cheapest_store_key,cheapest_store_name_ar,cheapest_store_name_en,cheapest_sid,cheapest_rid
3565,عصير عنب - 1 لتر,Grape Juice - 1L,الربيع,Al Rabie,عصير,Juice,6.0,7.0,1.0,3,3,6.0,4,النفل,An Nafal - Riyadh,4,4
3567,عصير الفواكه المشكلة والليمون - 1.4 لتر,Mixed Fruits Lemon Juice - 1.4L,المراعي,Almarai,عصير,Juice,8.95,8.95,0.0,4,4,8.95,1,الملقا V152,Al Malqa V152,20,1
3569,قشطة سميكة - 125 مل,Thick Cream - 125Ml,المراعي,Almarai,قشطة,Cream,3.75,4.75,1.0,4,4,3.75,1,الملقا V152,Al Malqa V152,20,1
3571,حليب دانية طويل الأجل بالفراولة -  18 × 200 مل,Danyah Long Life Strawberry Milk -  18 x 200 Ml,ندى,Nada,بديل الحليب,Milk Alternatives,36.0,36.0,0.0,1,1,36.0,3,عقيق (عادي),Aqiq (Regular),64,3
3572,عزوز حليب فراولة طويل الأجل كامل الدسم -  18 × 200 مل,Azzoz Long Life Strawberry Milk Full Cream -  18 × 200 Ml,ندى,Nada,بديل الحليب,Milk Alternatives,35.5,35.95,0.45000000000000284,2,2,35.5,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
3573,نجوم حليب طويل الاجل بنكهة الفراولة -  18 × 150 مل,Nijoom Strawberry Flavored Long Life Milk -  18 x 150 Ml,المراعي,Almarai,بديل الحليب,Milk Alternatives,21.99,27.25,5.260000000000002,5,5,21.99,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
3574,زجاجة حليب مبخر كامل الدسم -  340 غرام,Full Cream Evaporated Milk bottle -  340G,بوني,Bonny,بديل الحليب,Milk Alternatives,9.5,12.5,3.0,3,3,9.5,3,عقيق (عادي),Aqiq (Regular),64,3
3575,حليب عضوي قليل الدسم - 1000 مل,Organic Low Fat Milk - 1000Ml,كويتا,Koita,بديل الحليب,Milk Alternatives,17.5,17.95,0.4499999999999993,2,2,17.5,3,عقيق (عادي),Aqiq (Regular),64,3
3576,حليب مبخر كامل الدسم - 170 مل,Full Cream Evaporated Milk - 170  Ml,بوني,Bonny,بديل الحليب,Milk Alternatives,3.75,4.5,0.75,4,4,3.75,4,النفل,An Nafal - Riyadh,4,4
3578,حليب بودرة - 2.5 كيلو,Milk Powder - 2.5KG,لونا,Luna,بديل الحليب,Milk Alternatives,72.99,94.5,21.510000000000005,4,4,72.99,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
3579,حليب بودرة قليل الدسم - 900 غرام,Low Fat High Calcium Milk Powder - 900G,انلين,Anlene,بديل الحليب,Milk Alternatives,63.95,63.95,0.0,1,1,63.95,3,عقيق (عادي),Aqiq (Regular),64,3
3580,حليب بودرة كامل الدسم - 1800 غرام,Full Cream Milk Powder - 1800G,السعودية,Saudia,بديل الحليب,Milk Alternatives,77.5,81.95,4.450000000000003,5,5,77.5,2,الرياض - العالية بلازا,Riyadh - Alia Plaza,9,2
3581,حليب جوز الهند سائل - 425 غرام,Coconut Milk Liquid Can - 425G,فرشلي,Freshly,بديل الحليب,Milk Alternatives,5.25,6.25,1.0,5,5,5.25,6,لولو هايبر ماركت - الرياض,LuLu Hyper Market - Riyadh,1,6
3583,شراب حليب الصويا - 1 لتر,Soy Milk Drink - 1L,السعودية,Saudia,بديل الحليب,Milk Alternatives,6.9,13.25,6.35,6,6,6.9,6,لولو هايبر ماركت - الرياض,LuLu Hyper Market - Riyadh,1,6
3584,جبنة موزاريلا مبشورة خفيفة -  400 غرام,Light Shredded Mozzarella Cheese - 400G,بريزيدنت,President,جبن وزبدة,Cheese & Butter,27.99,37.5,9.510000000000002,4,4,27.99,2,الرياض - العالية بلازا,Riyadh - Alia Plaza,9,2
3587,كباب تركي دجاج - 360 غرام,Turkish Chicken Kebab - 360G,الكبير,AL KABEER,جاهز للطبخ,Ready to Cook,19.95,26.99,7.039999999999999,5,5,19.95,1,الملقا V152,Al Malqa V152,20,1
3588,جبنة شيدر قابلة للدهن - 500 غرام,Spreadable Cheddar Cheese - 500G,بريزيدنت,President,جبن وزبدة,Cheese & Butter,27.95,27.95,0.0,1,1,27.95,4,النفل,An Nafal - Riyadh,4,4
3589,كباب بقري بالخلطة التركية - 600 غرام,Turkish Recipe Beef Kebab - 600G,امريكانا,Americana,جاهز للطبخ,Ready to Cook,28.99,29.95,0.9600000000000009,4,4,28.99,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
3590,زبدة مملحة - 100 غرام,Salted Butter - 100G,بريزيدنت,President,جبن وزبدة,Cheese & Butter,10.99,11.99,1.0,2,2,10.99,3,عقيق (عادي),Aqiq (Regular),64,3
3591,كبة دجاج - 400 غرام,Chicken Kibbeh - 400G,الكبير,AL KABEER,جاهز للطبخ,Ready to Cook,19.0,26.99,7.989999999999998,5,5,19.0,4,النفل,An Nafal - Riyadh,4,4
3593,أجنحة دجاج طازجة - 450 غرام,Fresh Wings - 450G,انتاج,Entaj,دجاج,Chicken,5.99,7.25,1.2599999999999998,5,5,5.99,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
3596,شاورما - 2.5 كيلو,Shawarma - 2.5Kg,ساديا,Sadia,دجاج,Chicken,69.99,77.5,7.510000000000005,2,2,69.99,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
3597,اجنحة دجاج - 450 غرام,Fresh Chicken Wings - 450G,الوطنية,Al Watania,دجاج,Chicken,7.25,7.25,0.0,1,1,7.25,2,الرياض - العالية بلازا,Riyadh - Alia Plaza,9,2
3598,دجاج كامل مجمد - 10 × 1100 غرام,Frozen Whole Chicken - 10x1100G,داري,Dari,دجاج,Chicken,214.95,244.99,30.04000000000002,3,3,214.95,1,الملقا V152,Al Malqa V152,20,1
3610,سمبوسة الجبنة بالفرن - 500 غرام,Cheese Samosa Baking - 500G,امريكانا,Americana,جاهز للطبخ,Ready to Cook,20.0,20.0,0.0,1,1,20.0,3,عقيق (عادي),Aqiq (Regular),64,3
3611,جبن موزاريلا - 240 غرام,Mozzarella Sticks Cheese - 240G,السنبلة,Sunbulah,جاهز للطبخ,Ready to Cook,19.5,29.99,10.489999999999998,4,4,19.5,1,الملقا V152,Al Malqa V152,20,1
3612,أصابع دجاج مقلي - 1 كيلو,Chicken Fries - 1Kg,الكبير,AL KABEER,جاهز للطبخ,Ready to Cook,50.75,51.99,1.240000000000002,2,2,50.75,4,النفل,An Nafal - Riyadh,4,4
3613,برجر دجاج بالبقسماط مجمد - 672 غرام,Breaded Frozen Chicken Burger - 672G,رضوى,Radwa,جاهز للطبخ,Ready to Cook,15.0,27.5,12.5,3,3,15.0,2,الرياض - العالية بلازا,Riyadh - Alia Plaza,9,2
3614,ناجيت الدجاج مجمد عادي - 400 غرام,Regular Frozen Chicken Nuggets - 400G,رضوى,Radwa,جاهز للطبخ,Ready to Cook,10.99,19.0,8.01,3,3,10.99,2,الرياض - العالية بلازا,Riyadh - Alia Plaza,9,2
3615,لفائف جبنة الفيتا - 500 غرام,Feta Cheese Roll - 500G,امريكانا,Americana,جاهز للطبخ,Ready to Cook,20.0,21.5,1.5,2,2,20.0,3,عقيق (عادي),Aqiq (Regular),64,3
3616,كفتة الدجاج - 300 غرام,Chicken Kofta - 300G,الكبير,AL KABEER,جاهز للطبخ,Ready to Cook,11.95,13.99,2.040000000000001,6,6,11.95,1,الملقا V152,Al Malqa V152,20,1
3620,حليب بودرة كامل الدسم - 2.5 كيلو,Full Cream Milk Powder - 2.5Kg,السعودية,Saudia,بديل الحليب,Milk Alternatives,96.5,99.95,3.450000000000003,5,5,96.5,2,الرياض - العالية بلازا,Riyadh - Alia Plaza,9,2
3621,حليب بودرة - 1.8 كيلو,Milk Powder - 1.8Kg,الطائي,Al taie,بديل الحليب,Milk Alternatives,74.99,100.99,26.0,3,3,74.99,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
3623,قشطة مع العسل - 155 غرام,Cream with Honey - 155G,التاج,Golden Crown,قشطة,Cream,6.95,8.25,1.2999999999999998,5,5,6.95,1,الملقا V152,Al Malqa V152,20,1
3624,حليب مبخر - 170x6 غرام,Evaporated milk - 6x170G,ابو قوس,Rainbow,بديل الحليب,Milk Alternatives,16.99,20.5,3.5100000000000016,6,6,16.99,2,الرياض - العالية بلازا,Riyadh - Alia Plaza,9,2
3625,حليب بودرة - 400 غرام,Milk powder - 400G,لونا,Luna,بديل الحليب,Milk Alternatives,20.95,20.99,0.03999999999999915,3,3,20.95,1,الملقا V152,Al Malqa V152,20,1
3628,حليب بودرة - 900 غرام,Milk Powder - 900G,ابو قوس,Rainbow,بديل الحليب,Milk Alternatives,44.95,44.95,0.0,1,1,44.95,3,عقيق (عادي),Aqiq (Regular),64,3
3629,حليب بودرة - 1.8 كيلو,Milk Powder - 1.8Kg,لونا,Luna,بديل الحليب,Milk Alternatives,56.99,81.99,24.999999999999993,5,5,56.99,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
3630,سيقان دجاج طازجة - 450 غرام,Fresh Drumsticks - 450G,انتاج,Entaj,دجاج,Chicken,9.99,10.75,0.7599999999999998,3,3,9.99,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
3631,دجاج طازج - 1200 غرام,Fresh Chicken bag - 1200G,انتاج,Entaj,دجاج,Chicken,20.99,23.99,3.0,2,2,20.99,2,الرياض - العالية بلازا,Riyadh - Alia Plaza,9,2
3635,أرز هندي بسمتي أبيض عنبر بشاور - 5 كيلو,Indian White Basmati Rice Amber - 5Kg,ابو كاس,Abu kass,أرز,Rice,39.99,49.99,10.0,3,3,39.99,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
3637,ساندوتش جامبو -  3 قطع,Sandwish Jumbo -  3 Pieces,هرفي,Herfy,الخبز والكرواسون,Packaged Bread & Croissant,4.0,4.0,0.0,3,3,4.0,1,الملقا V152,Al Malqa V152,20,1
3638,دجاج مفروم -  750 غرام,Minced Chicken -  750G,هرفي,Herfy,دجاج,Chicken,23.25,23.25,0.0,1,1,23.25,1,الملقا V152,Al Malqa V152,20,1
3639,دجاج مفروم -  400 غرام,Minced Chicken -  400G,هرفي,Herfy,دجاج,Chicken,6.99,11.5,4.51,4,4,6.99,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
3640,شرائح دجاج -  400 غرام,Chicken Strips -  400G,هرفي,Herfy,جاهز للطبخ,Ready to Cook,16.99,24.5,7.510000000000002,5,5,16.99,2,الرياض - العالية بلازا,Riyadh - Alia Plaza,9,2
3641,شرائح دجاج حار -  400 غرام,Chilli Chicken Strips -  400G,هرفي,Herfy,جاهز للطبخ,Ready to Cook,16.99,24.5,7.510000000000002,4,4,16.99,2,الرياض - العالية بلازا,Riyadh - Alia Plaza,9,2
3643,نواعم الدجاج - 750 غرام,Chicken Tenders - 750G,هرفي,Herfy,جاهز للطبخ,Ready to Cook,34.95,34.95,0.0,1,1,34.95,1,الملقا V152,Al Malqa V152,20,1
3644,برجر دجاج بالبقسماط - 840 غرام,Breaded Chicken Burger - 840G,هرفي,Herfy,جاهز للطبخ,Ready to Cook,22.99,33.95,10.960000000000004,4,4,22.99,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
3645,شرائح خبز الجامبو الأبيض - 1 حبة,Sliced White Jumbo Bread - 1 count,هرفي,Herfy,الخبز والكرواسون,Packaged Bread & Croissant,3.99,5.0,1.0099999999999998,4,4,3.99,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
3646,ناجت الدجاج - 400 غرام,Fun Chicken Nuggets - 400G,هرفي,Herfy,جاهز للطبخ,Ready to Cook,14.99,23.99,8.999999999999998,5,5,14.99,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
3647,بقسماط سادة - 500 غرام,Bread Crumbs - 500G,هرفي,Herfy,التوابل والبهارات والخل,Condiments and Vinegar,8.75,9.25,0.5,4,4,8.75,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
3648,خبز برجر بالسمسم - 6 حبات,Hamburger Bread with Sesame - 6 count,هرفي,Herfy,الخبز والكرواسون,Packaged Bread & Croissant,3.95,4.0,0.04999999999999982,4,4,3.95,1,الملقا V152,Al Malqa V152,20,1
3649,جبن كريم يوناني قابل للدهن - 200 غرام,Spreadable Greek Style Cream Cheese - 200G,كيري,Kiri,جبن وزبدة,Cheese & Butter,16.95,17.95,1.0,2,2,16.95,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
3650,جبن حلوم بالفلفل الأحمر - 225 غرام,Halloumi Cheese with Red Pepper - 225G,داري,Dari,جبن وزبدة,Cheese & Butter,12.99,18.0,5.01,3,3,12.99,2,الرياض - العالية بلازا,Riyadh - Alia Plaza,9,2
3651,جبن مثلثات 24 قطعة - 360 غرام,Kids Triangles Cheese 24 Portion - 360G,المراعي,Almarai,جبن وزبدة,Cheese & Butter,13.5,14.75,1.25,4,4,13.5,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
3652,جبنة بالقشطة  24 قطعة (عرض خاص) - 432 غرام,Cream Cheese 24 Portion (Special offer) - 432G,المراعي,Almarai,جبن وزبدة,Cheese & Butter,22.0,26.0,4.0,5,5,22.0,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
3653,خليط جبن الموزاريلا والشيدر -  1 كيلو,Chedderalla Shredded Mozarella & Cheddar Cheese -  1Kg,فرسانا,Forsana,جبن وزبدة,Cheese & Butter,46.95,53.99,7.039999999999999,4,4,46.95,3,عقيق (عادي),Aqiq (Regular),64,3
3654,زبدة طبيعية غير مملحة -  3 × 100 غرام,Natural Butter Unsalted -  3 × 100G,المراعي,Almarai,جبن وزبدة,Cheese & Butter,21.5,22.99,1.4899999999999984,6,6,21.5,2,الرياض - العالية بلازا,Riyadh - Alia Plaza,9,2
3655,زبدة ماعز غير مملحة - 100 غرام,Butter Goat unsalted - 100G,فرسانا,Forsana,جبن وزبدة,Cheese & Butter,10.5,10.5,0.0,1,1,10.5,2,الرياض - العالية بلازا,Riyadh - Alia Plaza,9,2
3657,جبنة موزاريلا مبشوره - 500 غرام,Mozarella cheese - 500G,الصافي,Al Safi,جبن وزبدة,Cheese & Butter,33.5,33.5,0.0,2,2,33.5,2,الرياض - العالية بلازا,Riyadh - Alia Plaza,9,2
3659,الجبنة الأصلية قابلة للدهن 25% ملح أقل - 500 غرام,Original Spread Cheese 25% Less Salt - 500G,بوك,Puck,جبن وزبدة,Cheese & Butter,24.5,24.5,0.0,1,1,24.5,3,عقيق (عادي),Aqiq (Regular),64,3
3661,جبنة شيدر منزوعة الدسم - 200 غرام,Cheddar Cheese Zero Fat - 200G,برايد,Pride,جبن وزبدة,Cheese & Butter,10.95,16.5,5.550000000000001,3,3,10.95,1,الملقا V152,Al Malqa V152,20,1
3662,جبنة مثلثات 16 قطعة - 240 غرام,Triangle Cheese 16 Portion - 240G,البقرة الضاحكة,La Vache qui rit,جبن وزبدة,Cheese & Butter,10.5,11.5,1.0,3,3,10.5,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
3663,قالب جبنة شيدر - 1.8 كيلو,Cheese Block - 1.8Kg,برايد,Pride,جبن وزبدة,Cheese & Butter,58.99,59.0,0.00999999999999801,2,2,58.99,2,الرياض - العالية بلازا,Riyadh - Alia Plaza,9,2
3664,جبنة شيدر لايت - 400 غرام,Light Cheddar Cheese - 400G,برايد,Pride,جبن وزبدة,Cheese & Butter,19.95,22.95,3.0,3,3,19.95,1,الملقا V152,Al Malqa V152,20,1
3666,جبن كريمة قابلة للدهن - 500 غرام,Creamy Cheese Spread - 500G,كيري,Kiri,جبن وزبدة,Cheese & Butter,29.75,32.99,3.240000000000002,3,3,29.75,4,النفل,An Nafal - Riyadh,4,4
3668,زبدة طبيعية - 200 غرام,Natural Butter - 200G,نادك,Nadec,جبن وزبدة,Cheese & Butter,12.95,15.5,2.5500000000000007,4,4,12.95,3,عقيق (عادي),Aqiq (Regular),64,3
3670,جبنة كريمية - 500 غرام,Cheese cream - 500G,البقرة الضاحكة,La Vache qui rit,جبن وزبدة,Cheese & Butter,19.99,22.99,3.0,2,2,19.99,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
3671,جبنة كريمة قابلة للدهن - 900 غرام,Cream Cheese Jar - 900G,نادك,Nadec,جبن وزبدة,Cheese & Butter,17.75,38.5,20.75,4,4,17.75,4,النفل,An Nafal - Riyadh,4,4
3672,جبن شرائح للساندوتش - 4×200 غرام,Sandwich Sliced Cheese - 4×200G,المراعي,Almarai,جبن وزبدة,Cheese & Butter,29.85,30.99,1.139999999999997,5,5,29.85,6,لولو هايبر ماركت - الرياض,LuLu Hyper Market - Riyadh,1,6
3673,جبنة موزاريلا - 900 جرام,Mozarella Cheese - 900G,السنبلة,Sunbulah,جبن وزبدة,Cheese & Butter,42.25,44.99,2.740000000000002,3,3,42.25,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
3674,جبن موزاريلا مبشورة - 200 غرام,Shredded Mozzarella - 200G,فرسانا,Forsana,جبن وزبدة,Cheese & Butter,12.95,13.3,0.3500000000000014,3,3,12.95,3,عقيق (عادي),Aqiq (Regular),64,3
3676,جبن شرائح - 400 غرام,Sliced Cheese - 400G,بريزيدنت,President,جبن وزبدة,Cheese & Butter,12.99,24.5,11.51,5,5,12.99,2,الرياض - العالية بلازا,Riyadh - Alia Plaza,9,2
3677,جبنة تشدر -  190 غرام,Cheddar Cheese - 190G,كرافت,Kraft,جبن وزبدة,Cheese & Butter,13.5,14.5,1.0,6,6,13.5,4,النفل,An Nafal - Riyadh,4,4
3678,جبنة تشدر - 6 × 100 غرام,Cheddar Cheese - 5+1Free X100G,كرافت,Kraft,جبن وزبدة,Cheese & Butter,29.95,39.99,10.040000000000003,6,6,29.95,6,لولو هايبر ماركت - الرياض,LuLu Hyper Market - Riyadh,1,6
3679,جبنة كريم قابلة للدهن - 280 غرام,Regular Cream Cheese Spread - 280G,فيلاديلفيا,Philadelphia,جبن وزبدة,Cheese & Butter,17.99,29.95,11.96,3,3,17.99,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
3680,جبنة حلوم -  250 غرام,Halloumi Cheese - 250G,فكتوريا,Victoria,جبن وزبدة,Cheese & Butter,15.5,18.99,3.4899999999999984,4,4,15.5,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
3681,جبنة قابلة للدهن الأصلية -  1.65 كيلو,Original Cheese Spread - 1.65K,فيلاديلفيا,Philadelphia,جبن وزبدة,Cheese & Butter,78.5,91.29,12.790000000000006,4,4,78.5,6,لولو هايبر ماركت - الرياض,LuLu Hyper Market - Riyadh,1,6
3682,قالب جبنة تشيدر - 500 غرام,Cheddar block - 500G,فرسانا,Forsana,جبن وزبدة,Cheese & Butter,21.5,21.75,0.25,2,2,21.5,2,الرياض - العالية بلازا,Riyadh - Alia Plaza,9,2
3684,جبنة موزاريلا مبشوره - 900 غرام,Mozarella cheese - 900G,الصافي,Al Safi,جبن وزبدة,Cheese & Butter,34.5,49.95,15.450000000000003,4,4,34.5,1,الملقا V152,Al Malqa V152,20,1
3685,جبنة فيتا بيضاء كاملة الدسم - 500 غرام,Full Fat Feta White Cheese - 500G,نادك,Nadec,جبن وزبدة,Cheese & Butter,9.99,12.5,2.51,4,4,9.99,4,النفل,An Nafal - Riyadh,4,4
3686,جبنة موزاريلا مبشورة - 500 غرام,Mozzarella Cheese Shredded - 500G,برايد,Pride,جبن وزبدة,Cheese & Butter,25.99,26.0,0.010000000000001563,2,2,25.99,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
3688,جبن شرائح - 4×200 غرام,Sliced Cheese - 4×200G,المراعي,Almarai,جبن وزبدة,Cheese & Butter,29.75,31.5,1.75,6,6,29.75,4,النفل,An Nafal - Riyadh,4,4
3689,شرائح جبن شيدر - 4×200 غرام,Cheddar Cheese Slices - 4×200G,المراعي,Almarai,جبن وزبدة,Cheese & Butter,29.85,30.99,1.139999999999997,4,4,29.85,6,لولو هايبر ماركت - الرياض,LuLu Hyper Market - Riyadh,1,6
3691,جبن بارميزان مبشور - 227 غرام,Grated Parmesan Cheese - 227 G,فرشلي,Freshly,التوابل والبهارات والخل,Condiments and Vinegar,20.5,21.0,0.5,2,2,20.5,4,النفل,An Nafal - Riyadh,4,4
3692,جبن بارميزان مبشور - 454 غرام,Grated Parmesan Cheese - 454 G,فرشلي,Freshly,التوابل والبهارات والخل,Condiments and Vinegar,37.95,37.95,0.0,1,1,37.95,3,عقيق (عادي),Aqiq (Regular),64,3
3694,جبنة بيضاء - 500 غرام,White Cheese - 500G,بريزيدنت,President,جبن وزبدة,Cheese & Butter,12.99,18.5,5.51,6,6,12.99,2,الرياض - العالية بلازا,Riyadh - Alia Plaza,9,2
3695,أرز تايلندي معطر - 10 كيلو,Thai Fragrant White Rice - 10Kg,مالجروسا,MILAGROSA,أرز,Rice,62.99,77.5,14.509999999999998,4,4,62.99,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
3696,زيت زيتون بكر - 2 لتر,Virgin Olive oil - 2L,السوسن,al sawsan,زيت,Oil,85.0,135.5,50.5,3,3,85.0,2,الرياض - العالية بلازا,Riyadh - Alia Plaza,9,2
3697,زيت جوز الهند - 1 لتر,Coconut Oil - 1L,ايسترن,Eastern,زيت,Oil,32.95,46.5,13.549999999999997,3,3,32.95,6,لولو هايبر ماركت - الرياض,LuLu Hyper Market - Riyadh,1,6
3699,زيت الذرة - 5 لتر,Corn Oil - 5L,مازولا,Mazola,زيت,Oil,87.95,95.99,8.039999999999992,3,3,87.95,3,عقيق (عادي),Aqiq (Regular),64,3
3700,زيت زيتون بكر ممتاز - 175 مل,Extra Virgin Olive Oil - 175Ml,كرستال,Crystal,زيت,Oil,8.75,9.95,1.1999999999999993,2,2,8.75,6,لولو هايبر ماركت - الرياض,LuLu Hyper Market - Riyadh,1,6
3701,معجون طماطم - 135 غرام,Tomato Paste - 135G,السعودية,Saudia,خضروات وبقوليات معلبة,Canned Vegetables & Beans,1.95,2.29,0.3400000000000001,4,4,1.95,1,الملقا V152,Al Malqa V152,20,1
3702,حليب طويل الاجل كامل الدسم - 150 مل,Nijoom Full Fat Plain Milk -  150 Ml,المراعي,Almarai,بديل الحليب,Milk Alternatives,1.5,2.0,0.5,5,5,1.5,1,الملقا V152,Al Malqa V152,20,1
3703,أكياس شاي فطور أنجليزي الأقوى - 100 حبة,English Breakfast extra strong Tea Bags - 100 count,توينينجز,Twinings,شاي,Tea,55.99,87.95,31.96,4,4,55.99,2,الرياض - العالية بلازا,Riyadh - Alia Plaza,9,2
3705,زيت الذرة -  200 مل,Corn Oil -  200Ml,عافية,Afia,زيت,Oil,24.95,24.95,0.0,1,1,24.95,3,عقيق (عادي),Aqiq (Regular),64,3
3707,كمون بودرة - 275 غرام,Cumin Powder - 275G,المهباج,Al Mehbaj,التوابل والبهارات والخل,Condiments and Vinegar,21.5,21.99,0.48999999999999844,2,2,21.5,4,النفل,An Nafal - Riyadh,4,4
3708,سكاي فليكس كراكرز - 800 غرام,Skyflakes Crackers -  800G,ماي سان,M.Y. San,رقائق البطاطس والمكسرات,Chips & Nuts,22.95,27.5,4.550000000000001,2,2,22.95,6,لولو هايبر ماركت - الرياض,LuLu Hyper Market - Riyadh,1,6
3709,جرجنز مرطب لإصلاح البشرة خلال الليل -  400 مل,Overnight Repair Night Restores & Renews -  400 Ml,جرجنز,Jergens,العناية بالجسم,Body Care,17.99,33.99,16.000000000000004,4,4,17.99,2,الرياض - العالية بلازا,Riyadh - Alia Plaza,9,2
3711,غسول فم عناية اللثة منعش - 500 مل,Mouthwash Daily Gum Care Extra Fresh - 500Ml,بارودونتكس,Paradontax,غسول الفم,Mouth Wash,28.99,46.25,17.26,4,4,28.99,2,الرياض - العالية بلازا,Riyadh - Alia Plaza,9,2
3713,أكياس شاي الإفطار الإنجليزي - 100 حبة,English Breakfast Tea Bags - 100 count,توينينجز,Twinings,شاي,Tea,55.99,75.5,19.509999999999998,4,4,55.99,2,الرياض - العالية بلازا,Riyadh - Alia Plaza,9,2
3716,شرائح البطاطس بكاتشب الطماطم - 21 غرام,Tomato Ketchup Potato chips - 21G,ليز,Lays,رقائق البطاطس والمكسرات,Chips & Nuts,1.5,1.75,0.25,4,4,1.5,3,عقيق (عادي),Aqiq (Regular),64,3
3717,جوي حلوى مع مفاجأة -  3 × 20 غرام,Joy With Surprise -  3 × 20G,كندر,Kinder,شوكولاتة,Chocolates,13.5,15.5,2.0,6,6,13.5,3,عقيق (عادي),Aqiq (Regular),64,3
3718,شامبو ضد القشرة للرجال للحماية من تساقط الشعر -  600 مل,Hairfall Defense Anti-Dandruff Shampoo For Men -  600 Ml,هيد آند شولدرز,Head & Shoulders,شامبو,Shampoo,33.0,33.0,0.0,1,1,33.0,4,النفل,An Nafal - Riyadh,4,4
3720,مكعبات الدجاج - 20 غرام,Chicken Cubes - 20G,ماجي,Maggi,التوابل والبهارات والخل,Condiments and Vinegar,1.25,1.75,0.5,4,4,1.25,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
3721,انا زين حليب بالشوكولاتة - 200 مل,I'm Zein Chocolate Flavored Milk - 200 Ml,الربيع,Al Rabie,بديل الحليب,Milk Alternatives,1.75,2.0,0.25,4,4,1.75,2,الرياض - العالية بلازا,Riyadh - Alia Plaza,9,2
3722,بسكويت مالح - 41 غرام,Original Salted Biscuits -  41G,ريتز,Ritz,بسكويت وكوكيز,Biscuits & Cookies,1.5,1.75,0.25,3,3,1.5,4,النفل,An Nafal - Riyadh,4,4
3723,كليجا مع الهيل -  56 غرام,Kleija With Cardamom -  56G,بلفيتا,Belvita,بسكويت وكوكيز,Biscuits & Cookies,1.95,2.25,0.30000000000000004,4,4,1.95,1,الملقا V152,Al Malqa V152,20,1
3724,بسكويت بالنخالة غنية بالألياف - 56 غرام,Bran Biscuit Rish in Fibre - 56G,بلفيتا,Belvita,بسكويت وكوكيز,Biscuits & Cookies,1.95,2.5,0.55,5,5,1.95,1,الملقا V152,Al Malqa V152,20,1
3725,شوربة الدجاج بالشعرية -  60 غرام,Chicken Noodle Soup -  60G,ماجي,Maggi,الحساء,Soups,6.25,7.75,1.5,5,5,6.25,4,النفل,An Nafal - Riyadh,4,4
3726,ديري ميلك اوريو -  38 غرام,Dairy Milk Oreo -  38G,كادبوري,Cadbury,شوكولاتة,Chocolates,2.25,4.25,2.0,4,4,2.25,4,النفل,An Nafal - Riyadh,4,4
3727,بلسم بخلاصة زيت المورينغا الذهبية الناعمة -  400 مل,Smooth Golden Moringa Oil Conditioner -  400 Ml,هيربل اسنسز,Herbal Essences,زيوت الشعر والبلسم,Conditioner & Oil,20.75,24.99,4.239999999999998,3,3,20.75,1,الملقا V152,Al Malqa V152,20,1
3728,معجون أسنان لترميم اللثة و مينا الأسنان لإنتعاش أكثر -  75 مل,Gum & Enamel Repair Extra Fresh Toothpaste -  75 Ml,أورال بي,ORAL B,معجون الأسنان,Tooth Paste,38.5,38.5,0.0,1,1,38.5,3,عقيق (عادي),Aqiq (Regular),64,3
3729,معجون أسنان بياض ثلاثى الابعاد قوة النعناع -  2 × 125 مل,3D White Extreme Mint Toothpaste -  2 x 125 Ml,كرست,Crest,معجون الأسنان,Tooth Paste,18.35,25.5,7.149999999999999,4,4,18.35,6,لولو هايبر ماركت - الرياض,LuLu Hyper Market - Riyadh,1,6
